5.051284563,1.653648007,1
5.197032329,3.327862085,1
4.239823641,4.457677536,1
3.350179663,5.380277518,1
0.110767523,0.057876815,1
2.472176433,3.131111015,0
2.127295956,4.109364803,1
0.897488101,3.327577968,1
0.934148688,3.063655571,1
3.41034944,4.957458178,1
4.464734616,3.985530945,1
1.10449908,5.803789571,1
4.406787365,0.475236065,1
5.547012336,5.176645881,1
3.270840829,4.556862602,1
3.589265575,3.549161188,0
4.141907181,2.623799062,1
2.700132779,0.061427988,1
5.234197209,0.141301693,1
4.888124288,2.80387761,1
2.406984257,4.075977948,1
4.513513293,3.012874892,1
3.375274902,3.474437384,0
0.116091976,5.16032677,1
4.234214728,1.934721081,1
0.208413499,2.513198581,1
2.80432285,4.557953036,1
0.169058039,4.354047148,1
2.073096598,1.915010252,1
2.125376919,2.425551572,1
4.961564185,1.197415119,1
3.58233193,5.047291401,1
0.394701021,4.61286078,1
1.631552125,1.694658145,1
0.079327807,3.907275715,1
0.506911341,2.552211801,1
5.678868055,4.682152784,1
5.293262081,3.551087416,1
3.447581768,0.083892606,1
4.832535321,0.078962657,1
0.318072501,1.592317316,1
3.389502953,4.507687791,1
4.277926376,0.326249768,1
5.917404231,5.306417678,1
3.832518604,4.597461027,1
4.111170687,0.927955787,1
1.221140227,3.082772347,1
2.112256833,5.229209412,1
4.794979831,4.262191628,1
5.007505279,1.371819716,1
3.809020395,5.146714351,1
0.729517183,1.807452352,1
0.945169442,1.161818355,1
0.118654928,0.88407384,1
0.606472753,0.845957668,1
4.35704806,5.166823229,1
3.020074864,2.078057375,0
0.113935997,4.051693911,1
2.286841716,1.108192269,1
5.153639642,1.629956723,1
1.934975228,5.650411195,1
5.111730155,1.816864178,1
3.38096805,5.585677868,1
5.10412643,0.406716367,1
0.967689535,3.869016144,1
2.396462109,0.577252061,1
1.992129062,3.847944276,1
0.920423577,4.925374129,1
0.594423543,3.118140367,1
1.967661995,3.461291923,1
5.683515827,3.374837065,1
5.839552457,0.228702601,1
1.249861834,1.821596874,1
5.30295148,1.78298019,1
0.078290964,3.483944448,1
4.709578183,3.445094004,1
0.467036958,2.049685703,1
